代码,名称,最新价,涨跌额,涨跌幅,昨收,今开,最高,最低,成交量,成交额
sh000001,上证指数,3956.2055,9.463,0.24,3946.7424,3960.6993,3967.971,3945.6664,310089950,418707622954
sh000002,Ａ股指数,4148.1322,10.021,0.242,4138.1114,4152.7693,4160.41,4137.0396,309953796,418417554788
sh000003,Ｂ股指数,254.6548,-0.545,-0.213,255.1996,255.2088,255.5474,254.2351,91304,43356664
sh000004,工业指数,3536.1032,-9.984,-0.282,3546.0873,3563.0714,3567.1701,3528.394,179111702,305675519093
sh000005,商业指数,2910.2113,23.331,0.808,2886.8808,2902.296,2911.0226,2893.1413,26477056,26051102303
sh000006,地产指数,4494.2913,19.25,0.43,4475.0412,4470.7115,4499.333,4434.0373,7012593,3796985461
sh000007,公用指数,4768.2836,15.345,0.323,4752.9391,4761.1477,4773.7572,4756.6289,22813042,14015151292
sh000008,综合指数,3724.5516,44.103,1.198,3680.449,3684.1046,3724.5516,3672.1125,74675557,69168864805
sh000009,上证380,6346.83,-28.23,-0.443,6375.0602,6406.1235,6416.8296,6334.8135,43704518,70582916440
sh000010,上证180,10019.0122,18.11,0.181,10000.9017,10046.1727,10049.9032,9991.3042,77861352,125328233655
sh000011,基金指数,7124.4238,0.725,0.01,7123.6987,7131.2162,7132.8753,7121.7168,624292742,195517414981
sh000012,国债指数,225.5715,0.041,0.018,225.5309,225.5454,225.5791,225.5416,3483709,3506990349
sh000015,红利指数,3178.5733,23.349,0.74,3155.2239,3153.3465,3178.6367,3151.1512,25198410,18719459095
sh000016,上证50,3030.3848,10.036,0.332,3020.3487,3030.0366,3036.2755,3020.883,29050409,53935678606
sh000017,新综指,3344.0812,8.017,0.24,3336.0638,3347.874,3354.0313,3335.1652,305435609,411022532888
sh000018,180金融,5951.1803,78.541,1.337,5872.6396,5892.5304,5951.1803,5873.3592,38710959,35074114769
sh000019,治理指数,1232.425,3.824,0.311,1228.6006,1230.2358,1234.2593,1228.704,48539635,67855670291
sh000020,中型综指,1619.9948,-9.022,-0.554,1629.0166,1642.8963,1646.0853,1615.5939,49633009,103743003068
sh000021,180治理,1079.8197,4.465,0.415,1075.3544,1076.0769,1080.4638,1075.2024,33955061,46156298294
sh000022,沪公司债,253.2462,0.017,0.007,253.2289,253.2466,253.2466,253.2462,7800,7708845
sh000025,180基建,1826.2575,10.126,0.558,1816.1312,1817.7283,1826.2575,1816.509,8816053,6516667040
sh000026,180资源,5266.2,9.197,0.175,5257.0032,5241.7744,5298.4876,5241.7744,8944706,21440872121
sh000027,180运输,782.6677,-2.704,-0.344,785.3716,784.6,787.4851,781.0059,2500066,2222894294
sh000028,180成长,3813.116,-6.25,-0.164,3819.3661,3834.406,3838.0063,3802.8186,14815353,45897838860
sh000029,180价值,4493.7597,47.578,1.07,4446.1816,4450.346,4493.7597,4439.9662,45911749,38633245664
sh000030,180R成长,2539.2802,-2.752,-0.108,2542.0319,2557.462,2558.0494,2533.4245,33925970,89386273839
sh000031,180R价值,3302.0694,27.136,0.829,3274.9335,3282.1041,3302.0694,3274.1948,65022365,82121680643
sh000032,上证能源,2042.6927,0.537,0.026,2042.1555,2030.2989,2044.0416,2027.3795,7522883,5401724511
sh000033,上证材料,3341.3959,-4.111,-0.123,3345.5073,3346.814,3380.9454,3328.0354,20297914,33892843104
sh000034,上证工业,2264.1403,-5.599,-0.247,2269.7393,2269.1594,2274.2071,2258.7948,14902981,20852531157
sh000035,上证可选,2913.3364,-14.052,-0.48,2927.3883,2931.9643,2935.4673,2906.6705,6270107,10611280730
sh000036,上证消费,11327.1098,-43.153,-0.38,11370.2629,11375.3132,11375.8947,11309.2963,1450470,5052814253
sh000037,上证医药,6600.1819,0.872,0.013,6599.3102,6627.1243,6660.2579,6586.5818,1700417,6418378039
sh000038,上证金融,5928.3267,71.714,1.225,5856.6123,5871.2246,5928.3267,5852.3995,31315330,28410668501
sh000039,上证信息,5402.0798,-21.651,-0.399,5423.7313,5532.9431,5539.0105,5385.3512,7090036,43168683198
sh000040,上证电信,3861.1436,-3.102,-0.08,3864.246,3876.1251,3883.3172,3851.9572,4599818,6987612973
sh000041,上证公用,2642.8702,6.63,0.252,2636.2398,2637.8816,2645.9513,2634.9486,7877470,4676029184
sh000042,上证央企,1858.0666,15.08,0.818,1842.9869,1844.242,1858.0666,1841.3933,34239530,36689283092
sh000043,超大盘,2611.6963,6.236,0.239,2605.4599,2616.5677,2619.3086,2602.8696,9256976,26789559416
sh000044,上证中盘,4579.6655,18.746,0.411,4560.92,4584.3931,4588.5655,4568.1925,48810943,71392555049
sh000045,上证小盘,5569.7863,-24.184,-0.432,5593.9702,5630.1675,5638.1062,5559.6017,60804512,91702096032
sh000046,上证中小,5057.0377,0.972,0.019,5056.0653,5085.197,5087.7553,5046.0118,109615455,163094651081
sh000047,上证全指,3909.9335,6.252,0.16,3903.6815,3921.685,3923.9727,3900.0642,138665864,217030329687
sh000048,责任指数,1460.8504,6.313,0.434,1454.5376,1455.8549,1461.4384,1454.2071,15953148,26873531229
sh000049,上证民企,1988.0418,-9.1,-0.456,1997.1421,2009.6508,2011.0692,1984.4558,15046850,39801858460
sh000050,50等权,2430.5695,6.229,0.257,2424.34,2432.4549,2436.9477,2422.517,29050409,53935678606
sh000051,180等权,9338.2579,14.301,0.153,9323.9566,9360.6564,9366.4795,9313.2374,77861352,125328233655
sh000052,50基本,3043.1067,22.176,0.734,3020.9307,3022.5207,3043.1067,3017.0916,29050409,53935678606
sh000053,180基本,12754.5421,90.129,0.712,12664.413,12682.1887,12754.5421,12660.5153,76801516,124798375338
sh000054,上证海外,1589.2299,12.195,0.773,1577.0349,1582.0984,1590.4997,1579.4321,42532321,46768415225
sh000055,上证地企,1555.8297,4.236,0.273,1551.5937,1556.4535,1561.1668,1551.2908,21880687,33216602432
sh000056,上证国企,1246.2133,3.189,0.257,1243.0244,1244.9604,1248.9424,1242.2454,34150614,50183537449
sh000057,全指成长,3752.4981,-13.537,-0.359,3766.0346,3779.4381,3781.8023,3743.8216,20173512,57906961090
sh000058,全指价值,4768.1225,41.553,0.879,4726.5694,4734.6294,4768.1225,4726.163,70808875,68064448471
sh000059,全R成长,3261.9799,-10.772,-0.329,3272.7515,3293.5856,3295.4252,3255.6917,75262191,162960384208
sh000060,全R价值,4494.4712,27.104,0.607,4467.3677,4480.9811,4497.672,4473.0294,125897554,173117871589
sh000061,沪企债30,178.1871,0.031,0.018,178.1557,178.166,178.1871,178.1606,15200,15136147
sh000062,上证沪企,2072.3054,1.639,0.079,2070.6664,2083.1186,2084.9389,2066.5392,11283204,20094842547
sh000063,上证周期,3993.7961,36.864,0.932,3956.9321,3965.186,3993.7961,3956.7673,42400988,50257684700
sh000064,非周期,3593.5122,-6.053,-0.168,3599.5648,3621.9351,3622.9188,3587.1997,27494443,68524822740
sh000065,上证龙头,3611.0677,-1.407,-0.039,3612.4746,3625.2988,3626.5842,3599.1934,35572690,64319186870
sh000066,上证商品,3424.8853,-6.909,-0.201,3431.7945,3427.5259,3459.9493,3412.8831,19263239,32504564987
sh000067,上证新兴,8670.4094,-37.51,-0.431,8707.9189,8775.5912,8775.7738,8652.9614,14412733,52565167468
sh000068,上证资源,3859.3235,5.074,0.132,3854.2491,3844.4384,3892.4414,3844.4384,18406452,32944951534
sh000069,消费80,4996.8278,-9.457,-0.189,5006.2844,5017.3284,5027.0333,4986.861,6907358,18328183327
sh000070,能源等权,2783.3264,-11.958,-0.428,2795.2848,2786.6637,2795.4847,2774.7876,7522883,5401724511
sh000071,材料等权,4496.3973,-0.76,-0.017,4497.1573,4499.8246,4554.2796,4479.8376,20297914,33892843104
sh000072,工业等权,3033.6033,-12.171,-0.4,3045.7743,3045.2379,3048.3345,3026.542,14902981,20852531157
sh000073,可选等权,3379.4686,-21.14,-0.622,3400.6086,3406.1428,3409.6286,3372.9624,6270107,10611280730
sh000074,消费等权,7348.8439,-52.102,-0.704,7400.9462,7403.2986,7407.4871,7334.2801,1450470,5052814253
sh000075,医药等权,7217.9282,-11.385,-0.157,7229.3137,7246.8386,7272.0896,7202.1182,1700417,6418378039
sh000076,金融等权,5819.5294,91.699,1.601,5727.8304,5736.669,5819.5294,5717.9087,31736876,29089579909
sh000077,信息等权,5811.7174,-33.57,-0.574,5845.2872,5953.0094,5962.3575,5794.044,7090036,43168683198
sh000078,电信等权,3223.4923,-0.486,-0.015,3223.9787,3232.8814,3238.208,3215.3818,4599818,6987612973
sh000079,公用等权,2636.5756,4.602,0.175,2631.9731,2634.0506,2647.1458,2630.6379,7877470,4676029184
sh000090,上证流通,1424.2393,-0.203,-0.014,1424.4426,1430.964,1432.0179,1420.8613,305435609,411022532888
sh000091,沪财中小,14107.0697,-86.643,-0.61,14193.7127,14258.3258,14296.5591,14074.0331,16848894,23574390213
sh000092,资源50,4610.4929,-3.619,-0.078,4614.1115,4607.1237,4650.873,4592.9916,16221110,33684798171
sh000093,180分层,12180.3703,22.314,0.184,12158.0563,12191.2043,12196.7834,12131.7138,77861352,125328233655
sh000094,上证上游,4278.3684,1.089,0.025,4277.2797,4268.4017,4313.6126,4261.7422,18282359,32758830142
sh000095,上证中游,3762.5536,-16.765,-0.444,3779.3183,3815.0476,3817.3834,3756.3547,40494486,98493510134
sh000096,上证下游,4318.8086,-6.021,-0.139,4324.8293,4334.7964,4341.214,4309.7553,19337574,32651734708
sh000097,高端装备,11046.4919,-74.885,-0.673,11121.377,11239.6816,11242.6379,11032.4153,13776630,56284968774
sh000098,上证F200,5601.9232,38.447,0.691,5563.4761,5571.9075,5601.9232,5565.6949,88588103,108584602494
sh000099,上证F300,9026.0347,-33.814,-0.373,9059.8484,9086.7755,9102.594,9003.8232,48507316,66339097092
sh000100,上证F500,6296.0125,32.318,0.516,6263.695,6274.6274,6300.4705,6269.1237,137095420,174923699586
sh000101,5年信用,251.0137,0.02,0.008,250.9941,251.0104,251.0137,251.0104,11400,11466932
sh000102,沪投资品,7379.7042,-21.173,-0.286,7400.8777,7397.6139,7446.7419,7358.7511,18163987,39559766664
sh000103,沪消费品,8328.3786,-17.692,-0.212,8346.0707,8370.5382,8388.4693,8311.1009,2154552,9743176043
sh000104,380能源,1356.5871,-10.807,-0.79,1367.3945,1365.7956,1369.0661,1354.4157,1747761,1507249560
sh000105,380材料,5114.9312,-12.101,-0.236,5127.032,5132.0576,5193.3398,5096.7941,9450291,14540572174
sh000106,380工业,5646.896,-23.81,-0.42,5670.7063,5699.9772,5712.4552,5636.4946,12571248,20150326967
sh000107,380可选,5495.5632,-28.818,-0.522,5524.381,5542.3831,5551.0537,5485.6333,1918440,4277509065
sh000108,380消费,12449.1426,-88.138,-0.703,12537.2801,12543.1329,12543.1329,12423.0039,1145668,1809867429
sh000109,380医药,10212.5014,-60.166,-0.586,10272.6672,10298.3311,10327.5707,10202.6054,1349497,3236417264
sh000110,380金融,4300.0498,24.24,0.567,4275.8095,4318.9897,4322.6532,4287.5884,4326484,3505830010
sh000111,380信息,9168.8091,-66.397,-0.719,9235.2064,9331.4985,9372.835,9143.723,2505156,10553265946
sh000112,380电信,5501.1653,-81.28,-1.456,5582.4453,5642.763,5649.5467,5489.7956,1435687,6130108813
sh000113,380公用,3126.1767,-3.338,-0.107,3129.5146,3129.1913,3158.0141,3122.108,5490262,2446540408
sh000114,持续产业,1302.3525,-5.383,-0.412,1307.7353,1309.2272,1310.3038,1298.5102,8305122,15345418517
sh000115,380等权,8456.188,-40.21,-0.473,8496.3981,8537.0015,8549.7781,8438.8521,43704518,70582916440
sh000116,信用100,198.8905,0.023,0.012,198.8675,198.878,198.8905,198.8748,15200,15136147
sh000117,380成长,4138.8238,-30.44,-0.73,4169.2638,4191.6956,4204.3724,4133.6374,6602713,22838772899
sh000118,380价值,10155.3697,-0.271,-0.003,10155.6406,10178.2227,10217.9114,10128.1941,19839938,17348269546
sh000119,380R成长,4142.3258,-29.098,-0.698,4171.4239,4196.253,4205.8428,4136.4898,25862476,56506910320
sh000120,380R价值,9516.9942,-16.598,-0.174,9533.5921,9568.7755,9593.4098,9493.8325,39099701,51016406967
sh000121,医药主题,8358.0736,-35.106,-0.418,8393.1798,8414.8916,8442.2987,8343.0314,2083652,7096722104
sh000122,农业主题,1635.3936,-14.044,-0.851,1649.4379,1652.5068,1652.5068,1631.7207,6629365,4463289530
sh000123,180动态,6941.5326,5.023,0.072,6936.51,7002.1731,7005.4432,6923.5661,29845472,75880511920
sh000125,180稳定,12131.9451,75.26,0.624,12056.6854,12051.5791,12131.9451,12039.0568,46276343,48025378475
sh000126,消费50,8319.7254,-27.209,-0.326,8346.9346,8355.9461,8360.6819,8303.0405,5689689,13337675099
sh000128,380基本,9047.2953,-6.111,-0.067,9053.4062,9084.8084,9118.3153,9019.2665,43581356,70504939359
sh000129,180波动,15640.0076,111.935,0.721,15528.073,15531.364,15640.0076,15510.261,56285298,53715941264
sh000130,380波动,13672.3546,2.939,0.021,13669.4159,13684.4888,13736.284,13639.6038,14064271,12196931089
sh000131,上证高新,3541.7262,-32.663,-0.914,3574.389,3602.9125,3610.497,3528.9872,1687058,13585168020
sh000132,上证100,5766.9508,-35.628,-0.614,5802.5783,5822.507,5838.563,5758.9763,5222021,15397180478
sh000133,上证150,6378.4775,-62.758,-0.974,6441.2357,6491.6509,6499.163,6363.6629,10920910,21941167368
sh000134,上证银行,1087.2467,19.165,1.794,1068.0813,1065.7747,1087.2467,1062.973,31196301,21417672768
sh000135,180高贝,6157.3886,-4.758,-0.077,6162.147,6219.5375,6222.6926,6138.3908,14604441,52150464942
sh000136,180低贝,13247.1045,11.459,0.087,13235.6455,13137.2437,13272.0331,13122.3397,40333247,31819218747
sh000137,380高贝,5626.85,-48.135,-0.848,5674.9853,5737.2025,5751.557,5618.7874,7037122,25373751339
sh000138,380低贝,8194.9603,-18.161,-0.221,8213.1214,8221.9654,8238.9164,8173.1365,10871498,10789350992
sh000139,上证转债,426.2555,-0.404,-0.095,426.6599,427.647,428.2718,425.4144,6736203,11598967092
sh000141,380动态,3715.1821,-23.033,-0.616,3738.2152,3762.7413,3769.8406,3707.5479,21727099,44261642133
sh000142,380稳定,9740.7787,-24.466,-0.251,9765.245,9794.6632,9817.9934,9723.7837,21827732,25708020600
sh000145,优势资源,7771.274,9.893,0.127,7761.3809,7747.8577,7853.5866,7741.4133,15985215,31006423126
sh000146,优势制造,7622.3055,-51.592,-0.672,7673.8973,7680.4009,7682.8837,7610.8126,11232703,25272996972
sh000147,优势消费,7014.5318,-12.798,-0.182,7027.3295,7037.1764,7047.7675,7002.5387,2173790,7410617502
sh000148,消费领先,9598.221,10.827,0.113,9587.3943,9631.7384,9637.9437,9570.7645,36121290,50717974593
sh000149,180红利,4206.4112,52.164,1.256,4154.2473,4140.6838,4206.8865,4133.0613,32421497,24410276101
sh000150,380红利,12110.8789,11.106,0.092,12099.773,12120.7469,12150.1759,12064.3813,4087233,2906746071
sh000151,上国红利,1621.8949,12.144,0.754,1609.7506,1609.0262,1621.9455,1607.3127,18655211,13856060445
sh000152,上央红利,3001.4699,28.942,0.974,2972.5281,2968.4374,3001.5702,2964.523,24609850,18466147304
sh000153,上民红利,3162.6166,-5.732,-0.181,3168.349,3182.1184,3185.3405,3152.3979,2491330,2024314825
sh000155,市值百强,3300.578,13.192,0.401,3287.3864,3301.5771,3306.4853,3290.2988,57313026,102462172863
sh000158,上证环保,1377.4099,-13.837,-0.995,1391.247,1394.8949,1397.6027,1374.6899,9009129,18438024335
sh000159,沪股通,3613.8924,1.78,0.049,3612.112,3629.0903,3631.4902,3605.1875,251451804,347747393681
sh000160,沪新丝路,2077.7973,-1.726,-0.083,2079.5228,2080.7708,2087.1314,2071.5891,23797895,26139437519
sh000161,沪中国造,1725.0015,-12.087,-0.696,1737.0883,1741.5657,1742.1132,1722.0227,23682149,55291887270
sh000162,沪互联+,3598.0859,-18.471,-0.511,3616.5569,3651.7845,3656.2828,3588.1902,10868901,26122939043
sh000170,50AH优选,6245.5329,17.759,0.285,6227.7738,6267.3576,6275.3752,6223.6973,14685655,36131274910
sh000300,沪深300,4596.2668,7.975,0.174,4588.2922,4619.5401,4620.6529,4584.5513,108333763,242197963331
sh000510,中证A500,5511.9507,-0.433,-0.008,5512.3838,5547.6714,5550.0439,5498.5661,145077927,331743226964
sh000680,科创综指,1566.2308,-12.159,-0.77,1578.3901,1595.322,1597.9229,1562.1561,17212302,81617788120
sh000681,科创价格,1511.9287,-11.74,-0.771,1523.6686,1540.0113,1542.522,1507.9952,17212302,81617788120
sh000682,科创信息,1914.022,-13.936,-0.723,1927.9582,1957.5514,1960.7844,1907.8794,2807919,25879879679
sh000683,科创生物,1125.2126,-2.694,-0.239,1127.9071,1131.3768,1137.3309,1122.029,716669,3551431117
sh000687,科创高装,1193.5965,-14.689,-1.216,1208.2853,1216.1346,1218.5624,1192.115,1523059,7455479797
sh000688,科创50,1335.7221,-9.073,-0.675,1344.7956,1362.8515,1364.4822,1332.8622,4031604,24958703883
sh000689,科创材料,1154.6406,-9.184,-0.789,1163.8242,1173.6245,1180.6027,1152.4907,2778204,10144345022
sh000690,科创成长,1693.1208,-15.982,-0.935,1709.1031,1739.1882,1742.736,1685.1366,1423133,14992530458
sh000691,科创ESG,1402.3517,-15.855,-1.118,1418.207,1433.5434,1435.1251,1399.9107,1780987,15115170081
sh000692,科创新能,1209.3852,-20.723,-1.685,1230.1078,1237.0715,1246.4215,1206.6112,4254789,11311427090
sh000693,科创机械,1291.3038,-8.5,-0.654,1299.8041,1310.0712,1314.8252,1289.3531,1049578,4314380808
sh000695,科长三角,985.0816,-11.547,-1.159,996.6288,1008.1489,1010.578,983.861,3200489,15250735517
sh000697,科大湾区,1250.0937,-14.556,-1.151,1264.6499,1283.9453,1285.1603,1245.8791,1459602,7705492438
sh000698,科创100,1356.4606,-9.833,-0.72,1366.2939,1380.7546,1383.7902,1353.1282,3847727,20346745462
sh000699,科创200,1202.2433,-11.491,-0.947,1213.734,1228.4844,1231.0267,1198.0194,5559808,22955753446
sh000802,500沪市,7297.3144,-38.91,-0.53,7336.2243,7373.8134,7383.9382,7283.4438,45510054,60687108572
sh000819,有色金属,8541.3847,55.921,0.659,8485.4638,8487.6657,8660.3889,8482.1961,20245816,53946771418
sh000823,800有色,9858.8656,36.161,0.368,9822.7044,9823.5667,9997.0257,9817.9305,18308391,44874590576
sh000827,中证环保,1943.7272,-10.415,-0.533,1954.1425,1965.3814,1973.3325,1940.3288,25827543,73537235105
sh000847,腾讯济安,3407.1042,-5.661,-0.166,3412.7654,3423.3631,3431.2933,3399.5905,14246048,33201845634
sh000849,300非银,10731.8387,65.664,0.616,10666.1744,10805.5707,10813.0126,10691.0494,12329568,19834650942
sh000851,百发100,19944.5675,-123.818,-0.617,20068.3852,20168.1739,20191.0036,19856.7027,13104225,26326368166
sh000852,中证1000,7365.5531,-21.655,-0.293,7387.2084,7429.7001,7439.0443,7348.8714,134175362,214517299672
sh000853,CSSW丝路,1596.9532,-1.556,-0.097,1598.5089,1609.9528,1610.9991,1593.799,9324433,51794878458
sh000854,500原料,5496.9743,12.227,0.223,5484.7474,5498.3452,5577.4632,5478.4101,19627025,30705025033
sh000855,央视500,1613.8701,1.288,0.08,1612.5818,1621.588,1622.3238,1609.9421,128018495,305591959149
sh000856,500工业,7017.9374,-26.944,-0.382,7044.8812,7078.0004,7088.6089,7005.9941,19051739,34815473326
sh000857,500医药,10758.4021,-14.017,-0.13,10772.4187,10800.8183,10849.8156,10740.8447,2963860,5899014919
sh000858,500信息,9694.1366,-57.965,-0.594,9752.1015,9917.1183,9932.4374,9664.1166,9409834,42611123529
sh000860,结构调整,1216.58,2.464,0.203,1214.1161,1217.8852,1219.2141,1213.5071,25391562,33728575590
sh000865,上海国企,1506.6409,-1.617,-0.107,1508.2583,1514.7197,1516.821,1501.6517,10851041,16858937263
sh000867,港中小企,2781.2329,0.708,0.025,2780.5249,2797.0429,2806.0489,2766.8176,13964428,11584274422
sh000869,HK银行,4389.9745,54.006,1.246,4335.9683,4362.8642,4404.0527,4351.2466,5611823,5148144535
sh000888,上证收益,4518.3006,11.64,0.258,4506.6608,4523.0728,4531.377,4505.9054,310344846,418919617541
sh000891,新兴综指,1801.9953,-7.447,-0.412,1809.4425,1826.8171,1829.3677,1799.2335,226819449,519299609554
sh000901,小康指数,6408.4489,32.139,0.504,6376.3103,6382.8782,6418.496,6378.2314,49682846,60019374990
sh000903,中证A100,4456.613,-1.151,-0.026,4457.7639,4486.5417,4487.7965,4444.171,41582344,135536931994
sh000905,中证500,7100.5969,-22.15,-0.311,7122.7465,7174.1046,7180.732,7086.1,89021972,148442565398
sh000906,中证800,5014.4409,2.471,0.049,5011.9698,5046.6374,5048.7674,5002.1014,197455271,390761481713
sh000913,300医药,8588.9553,-20.667,-0.24,8609.6223,8650.4414,8678.0039,8574.3699,1510837,7088236131
sh000914,300金融,6786.6711,85.681,1.279,6700.9897,6731.0544,6786.6711,6710.0422,47110616,44160035043
sh000928,中证能源,3037.6404,-3.919,-0.129,3041.559,3022.5166,3041.1229,3015.9209,6535989,5351011785
sh000932,中证消费,16158.9032,-43.872,-0.271,16202.7749,16205.2297,16210.0945,16124.6755,2499594,7547981259
sh000933,中证医药,8470.8525,-16.608,-0.196,8487.4608,8521.4776,8551.3996,8456.9946,4477585,12991880610
sh000934,中证金融,6347.6897,73.632,1.174,6274.0575,6307.901,6347.6897,6288.8608,59512082,53784215436
sh000935,中证信息,6149.0879,-26.32,-0.426,6175.4075,6282.5354,6290.1965,6129.4181,19979186,88903678727
sh000974,800金融,7106.1458,81.864,1.165,7024.2821,7063.8232,7106.2578,7041.1946,54220640,49540913781
sh000982,500等权,8709.9803,-25.091,-0.287,8735.0713,8788.0093,8795.2395,8690.8608,89021972,148442565398
sh000986,全指能源,2417.4527,-4.977,-0.205,2422.4292,2409.1141,2421.9176,2403.5158,10929429,7563460187
